palm_breadth,palm_length,palm_thickness,thumb_length_total,index_length_total,middle_length_total,ring_length_total,little_length_total,average_finger_width,residual_length,residual_circumference_distal,residual_circumference_proximal
90.3,113.8,,70.8,75.8,83.8,79.6,65.2,21.65,,,
