palm_breadth,palm_length,palm_thickness,thumb_length_total,index_length_total,middle_length_total,ring_length_total,little_length_total,average_finger_width,residual_length,residual_circumference_distal,residual_circumference_proximal
79.3,104.0,,64.8,71.3,78.6,74.0,60.4,19.425,,,
