source_document,source_page,source_citation,measurement_name,body_region,population,country,sex,sample_size,stat_type,percentile,value_cm,value_mm,value_in,data_quality_note
Anthropometric Detailed Data Tables (ANSUR 1988),10,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.","Eye Height, Standing",whole_body,US Military Personnel,USA,male,1774,percentile,99,178.15,1781.5,70.138,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,female,2208,mean,,46.85,468.5,18.445,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,female,2208,std_dev,,3.47,34.7,1.366,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,female,2208,max,,60.9,609.0,23.976,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,female,2208,min,,37.3,373.0,14.685,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,female,2208,percentile,1,39.42,394.2,15.52,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,female,2208,percentile,2,40.24,402.4,15.843,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,female,2208,percentile,3,40.76,407.6,16.047,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,female,2208,percentile,5,41.47,414.7,16.327,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,female,2208,percentile,10,42.58,425.8,16.764,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,female,2208,percentile,15,43.33,433.3,17.059,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,female,2208,percentile,20,43.94,439.4,17.299,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,female,2208,percentile,25,44.47,444.7,17.508,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,female,2208,percentile,30,44.94,449.4,17.693,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,female,2208,percentile,35,45.39,453.9,17.87,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,female,2208,percentile,40,45.82,458.2,18.039,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,female,2208,percentile,45,46.24,462.4,18.205,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,female,2208,percentile,50,46.66,466.6,18.37,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,female,2208,percentile,55,47.08,470.8,18.535,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,female,2208,percentile,60,47.52,475.2,18.709,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,female,2208,percentile,65,47.98,479.8,18.89,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,female,2208,percentile,70,48.47,484.7,19.083,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,female,2208,percentile,75,49.01,490.1,19.295,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,female,2208,percentile,80,49.63,496.3,19.539,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,female,2208,percentile,85,50.37,503.7,19.831,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,female,2208,percentile,90,51.33,513.3,20.209,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,female,2208,percentile,95,52.84,528.4,20.803,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,female,2208,percentile,97,53.87,538.7,21.209,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,female,2208,percentile,98,54.66,546.6,21.52,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,female,2208,percentile,99,55.95,559.5,22.028,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,male,1774,mean,,54.61,546.1,21.5,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,male,1774,std_dev,,4.36,43.6,1.717,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,male,1774,max,,72.52,725.2,28.551,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,male,1774,min,,39.9,399.0,15.709,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,male,1774,percentile,1,45.12,451.2,17.764,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,male,1774,percentile,2,46.17,461.7,18.177,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,male,1774,percentile,3,46.84,468.4,18.441,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,male,1774,percentile,5,47.74,477.4,18.795,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,male,1774,percentile,10,49.16,491.6,19.354,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,male,1774,percentile,15,50.13,501.3,19.736,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,male,1774,percentile,20,50.91,509.1,20.043,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,male,1774,percentile,25,51.59,515.9,20.311,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,male,1774,percentile,30,52.21,522.1,20.555,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,male,1774,percentile,35,52.79,527.9,20.783,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,male,1774,percentile,40,53.35,533.5,21.004,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,male,1774,percentile,45,53.9,539.0,21.22,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,male,1774,percentile,50,54.45,544.5,21.437,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,male,1774,percentile,55,55.0,550.0,21.654,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,male,1774,percentile,60,55.56,555.6,21.874,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,male,1774,percentile,65,56.16,561.6,22.11,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,male,1774,percentile,70,56.79,567.9,22.358,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,male,1774,percentile,75,57.47,574.7,22.626,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,male,1774,percentile,80,58.25,582.5,22.933,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,male,1774,percentile,85,59.16,591.6,23.291,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,male,1774,percentile,90,60.32,603.2,23.748,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,male,1774,percentile,95,62.06,620.6,24.433,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,male,1774,percentile,97,63.18,631.8,24.874,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,male,1774,percentile,98,64.0,640.0,25.197,
Anthropometric Detailed Data Tables (ANSUR 1988),11,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Forearm Breadth,trunk,US Military Personnel,USA,male,1774,percentile,99,65.27,652.7,25.697,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,female,2208,mean,,44.29,442.9,17.437,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,female,2208,std_dev,,2.34,23.4,0.921,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,female,2208,max,,54.6,546.0,21.496,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,female,2208,min,,32.4,324.0,12.756,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,female,2208,percentile,1,39.14,391.4,15.409,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,female,2208,percentile,2,39.74,397.4,15.646,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,female,2208,percentile,3,40.12,401.2,15.795,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,female,2208,percentile,5,40.62,406.2,15.992,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,female,2208,percentile,10,41.38,413.8,16.291,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,female,2208,percentile,15,41.91,419.1,16.5,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,female,2208,percentile,20,42.32,423.2,16.661,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,female,2208,percentile,25,42.69,426.9,16.807,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,female,2208,percentile,30,43.02,430.2,16.937,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,female,2208,percentile,35,43.33,433.3,17.059,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,female,2208,percentile,40,43.63,436.3,17.177,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,female,2208,percentile,45,43.92,439.2,17.291,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,female,2208,percentile,50,44.21,442.1,17.406,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,female,2208,percentile,55,44.51,445.1,17.524,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,female,2208,percentile,60,44.81,448.1,17.642,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,female,2208,percentile,65,45.13,451.3,17.768,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,female,2208,percentile,70,45.47,454.7,17.902,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,female,2208,percentile,75,45.84,458.4,18.047,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,female,2208,percentile,80,46.26,462.6,18.213,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,female,2208,percentile,85,46.74,467.4,18.402,
